,question_id,question,relevant_articles,question_length,num_articles,relevant_titles
2973,082ca0a3cdccb645c7aec145e4451ad4,Hình thức và phương tiện công bố siêu dữ liệu viễn thám quốc gia được quy định như thế nào?,"[{'law_id': '35/2016/tt-btnmt', 'article_id': '4'}]",20,1,['35/2016/tt-btnmt']
904,b1a86cfc271c5d98a93a122e9413c0b1,Thời hạn nộp tiền sử dụng đất là khi nào?,"[{'law_id': '126/2020/nđ-cp', 'article_id': '18'}]",10,1,['126/2020/nđ-cp']
2711,4ceb6b2aad5939a419e1b426e26a1b32,Quỹ Tích lũy trả nợ chi nghiệp vụ quản lý nợ công được quy định như thế nào?,"[{'law_id': '92/2018/nđ-cp', 'article_id': '17'}]",18,1,['92/2018/nđ-cp']
1279,91965a79c08c79228003722b69e5a3e5,"Khiếu nại lần 02, thời hạn giải quyết tối đa là bao nhiêu ngày?","[{'law_id': '02/2011/qh13', 'article_id': '37'}]",14,1,['02/2011/qh13']
2798,1c74da22d398e00dafefb2a79bc25b30,Vật liệu phóng xạ phát tán thấp được quy định như thế nào?,"[{'law_id': '23/2012/tt-bkhcn', 'article_id': '11'}]",13,1,['23/2012/tt-bkhcn']
3075,8f54ad0645c224b37ec8597346943abf,Pháp nhân thương mại chịu trách nhiệm hình sự cơ quan nào sẽ THAHS?,"[{'law_id': '55/2020/nđ-cp', 'article_id': '3'}]",14,1,['55/2020/nđ-cp']
2840,0d0c6088a937fa6defa804775e2821c9,"Không trả lời tin nhắn, nhà mạng thu tiền dịch vụ có đúng không?","[{'law_id': '91/2015/qh13', 'article_id': '393'}]",14,1,['91/2015/qh13']
2627,9f4dfb543ccf51dc223de46001194973,Vị trí việc làm của viên chức được quy định như thế nào?,"[{'law_id': '58/2010/qh12', 'article_id': '7'}]",13,1,['58/2010/qh12']
2538,f6276faa4a7c4b97e2e15813da24c911,"Việc báo cáo, nộp lại quà tặng theo luật phòng, chống tham nhũng được quy định như thế nào?","[{'law_id': '59/2019/nđ-cp', 'article_id': '26'}]",19,1,['59/2019/nđ-cp']
706,db20f82a307bd7dd44ee853e62daa389,"Phân phối lợi nhuận, chi phí của quỹ đầu tư chứng khoán được quy định như thế nào?","[{'law_id': '98/2020/tt-btc', 'article_id': '26'}]",18,1,['98/2020/tt-btc']
2815,ca7deb2396adec5a21296d9c3af7bebc,Mục đích xây dựng Bộ Quy tắc ứng xử trong cơ sở giáo dục được quy định như thế nào?,"[{'law_id': '06/2019/tt-bgdđt', 'article_id': '2'}]",20,1,['06/2019/tt-bgdđt']
745,10341930819ed2c13c3d305156430970,"Nhiệm vụ, quyền hạn của Bộ Y tế trong hoạt động khắc phục hậu quả bom mìn vật nổ sau chiến tranh được quy định như thế nào?","[{'law_id': '18/2019/nđ-cp', 'article_id': '43'}]",28,1,['18/2019/nđ-cp']
1939,49355811960e8f7e52e7a65c6f72e3de,Quy định về phương thức kiểm tra hoạt động đấu thầu trong lựa chọn nhà đầu tư được quy định như thế nào?,"[{'law_id': '25/2020/nđ-cp', 'article_id': '88'}]",23,1,['25/2020/nđ-cp']
2103,8072dc5f4ff478943784fd60e2f15ba1,Bị phạt bao nhiêu nếu thực hòa mạng trước khi người sử dụng dịch vụ hoàn thành việc ký và thanh toán tiền mua dịch vụ viễn thông trả sau?,"[{'law_id': '15/2020/nđ-cp', 'article_id': '25'}]",30,1,['15/2020/nđ-cp']
513,c695b358bda3d9fa441c6157a6b122f2,Đi làm 5 năm 10 tháng được hưởng bao nhiêu tháng trợ cấp thất nghiệp?,"[{'law_id': '38/2013/qh13', 'article_id': '50'}]",15,1,['38/2013/qh13']
81,e70faf39a18707bbd53629415ed9f8e2,Chế độ nâng bậc lương trước thời hạn đối với quân nhân chuyên nghiệp đã có quyết định chuẩn bị hưu được quy định như thế nào?,"[{'law_id': '65/2014/tt-bqp', 'article_id': '3'}]",27,1,['65/2014/tt-bqp']
1308,244523a48adeef91fd592c4d707ed94d,Hồ sơ đề nghị cấp Giấy phép kinh doanh đối với hộ kinh doanh vận tải gồm những gì?,"[{'law_id': '10/2020/nđ-cp', 'article_id': '18'}]",19,1,['10/2020/nđ-cp']
2659,8b5915c242e22df4be2039097893237c,Dịch vụ việc làm gồm có những hoạt động nào?,"[{'law_id': '38/2013/qh13', 'article_id': '36'}]",10,1,['38/2013/qh13']
914,6d7726b8c09c7974e238b236a5b25d16,Cơ quan nào có trách nhiệm kiểm tra phương án kỹ thuật khảo sát xây dựng?,"[{'law_id': '15/2021/nđ-cp', 'article_id': '27'}]",16,1,['15/2021/nđ-cp']
2942,eedd19d16a4dd6776dfef83cfe1cb126,Công chứng viên không ghi rõ trong văn bản công chứng do người lập di chúc bị đe dọa tính mạng thì phạt bao nhiêu?,"[{'law_id': '82/2020/nđ-cp', 'article_id': '13'}]",25,1,['82/2020/nđ-cp']
774,c11fdd429e8561626537a6ebe019a85b,"Quy định điều kiện đảm nhiệm chức danh máy trưởng, máy hai tàu có tổng công suất máy chính từ 750 kW đến dưới 3000 kW được quy định như thế nào?","[{'law_id': '03/2020/tt-bgtvt', 'article_id': '31'}]",32,1,['03/2020/tt-bgtvt']
329,ea63c63c8d790e0d051d4394ce35a85d,Công ty cổ phần sẽ được thanh lý tài sản trong quá trình giải quyết phá sản?,"[{'law_id': '51/2014/qh13', 'article_id': '13'}]",17,1,['51/2014/qh13']
2054,9df3f7ec34db14f1d207cce4d8fdca8f,Nguyên tắc về thời gian và tổ chức thực hành KCB trong quân đội được quy định như thế nào?,"[{'law_id': '50/2019/nđ-cp', 'article_id': '14'}]",20,1,['50/2019/nđ-cp']
2001,e3ac4261ba6b86a9a6c703f98a06fd36,Ai có thẩm quyền quyết định thành lập khu bảo tồn vùng đất ngập nước quốc gia?,"[{'law_id': '66/2019/nđ-cp', 'article_id': '13'}]",17,1,['66/2019/nđ-cp']
943,214e417f28345d6f1295b47ce84faab8,Các hành vi bị nghiêm cấm khi giao dịch một cửa tại các tổ chức tín dụng được quy định như thế nào?,"[{'law_id': '1498/2005/qđ-nhnn', 'article_id': '8'}]",23,1,['1498/2005/qđ-nhnn']
822,7085577a77cd96297ef3ab328fb46a3b,"Xe ô tô chở phế thải không chạy đúng tuyến, phạm vi, thời gian quy định bị phạt bao nhiêu tiền?","[{'law_id': '100/2019/nđ-cp', 'article_id': '27'}]",21,1,['100/2019/nđ-cp']
909,b558921dc7b2e19d874f7930273c1bd1,Mức phạt đối với hành vi chuyển mục đích sử dụng rừng sản xuất có diện tích từ 1.400 m2 đến dưới 3.000 m2 không đúng quy định được quy định như thế nào?,"[{'law_id': '35/2019/nđ-cp', 'article_id': '12'}]",34,1,['35/2019/nđ-cp']
181,19b6a6007708c3a38d59b58cf08e33f5,"Quy định về việc quảng cáo rượu, bia có độ cồn dưới 5,5 độ được quy định như thế nào?","[{'law_id': '24/2020/nđ-cp', 'article_id': '5'}]",20,1,['24/2020/nđ-cp']
164,6e074aa0ef713413cb885ad31cdc853a,"Cấp học, trình độ đào tạo của hệ thống giáo dục quốc dân bao gồm gì","[{'law_id': '43/2019/qh14', 'article_id': '6'}]",16,1,['43/2019/qh14']
1523,e46eb648523def786ca25b26668b5f9d,Nguồn kinh phí của trung ương trong nguồn kinh phí của Qũy bảo trì đường bộ được quy định như thế nào?,"[{'law_id': '60/2017/tt-btc', 'article_id': '1'}]",22,1,['60/2017/tt-btc']
451,039c2a66655cc69cb6fc547482a715ed,Quỹ Tích lũy trả nợ hoàn trả ngân sách nhà nước được quy định như thế nào?,"[{'law_id': '92/2018/nđ-cp', 'article_id': '11'}]",17,1,['92/2018/nđ-cp']
1311,cba9d6225e8bce941506f39106ef8244,Chuyển mạng viễn thông di động mặt đất giữ nguyên số là gì?,"[{'law_id': '35/2017/tt-btttt', 'article_id': '3'}]",13,1,['35/2017/tt-btttt']
1111,55a10543d530eff0652e7e99c226c632,Người hoạt động thư viện trong thư viện cơ sở GDNN được quy định như thế nào?,"[{'law_id': '93/2020/nđ-cp', 'article_id': '18'}]",17,1,['93/2020/nđ-cp']
1287,b3ae62cec742b4d5e1d94009ed0b09bd,Thông tin về kết quả thi hành án trong cơ sở dữ liệu thi hành án HS được quy định như thế nào?,"[{'law_id': '59/2020/nđ-cp', 'article_id': '8'}]",23,1,['59/2020/nđ-cp']
327,b3c02ee0acd2af90bcd91df763dda24d,Nguồn thu phí bảo đảm hàng hải được quy định như thế nào?,"[{'law_id': '63/2019/tt-btc', 'article_id': '5'}]",13,1,['63/2019/tt-btc']
1790,2c425b2ffd0f178dd45c7ebe525693dd,Loại xuất bản phẩm lưu chiểu đọc và kiểm tra được quy định như thế nào?,"[{'law_id': '169/2013/ttlt-btc-btttt', 'article_id': '3'}]",16,1,['169/2013/ttlt-btc-btttt']
2830,c4bf7739215f5239d04231aa8783b1ad,Mức phạt khi lái xe ô tô chuyển hướng không đúng quy định gây tai nạn giao thông,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",18,1,['100/2019/nđ-cp']
2007,47fc11c9c795e1de76e53f54869d8fea,Hồ sơ đề nghị đóng tạm thời sân bay khi giấy chứng nhận khai thác bị thu hồi gồm có những gì?,"[{'law_id': '05/2021/nđ-cp', 'article_id': '44'}]",22,1,['05/2021/nđ-cp']
1858,2d460fcf8668c3e314fd05d54373e118,Nhập khẩu máy in có phải xin giấy phép của Bộ Thông tin và Truyền thông không?,"[{'law_id': '25/2018/nđ-cp', 'article_id': '3'}, {'law_id': '60/2014/nđ-cp', 'article_id': '27'}]",17,2,"['25/2018/nđ-cp', '60/2014/nđ-cp']"
312,566209e4ade0b810bef680b6b65a2497,Giám sát công tác vận chuyển và đổ chất nạo vét luồng hàng hải công cộng được quy định như thế nào?,"[{'law_id': '159/2018/nđ-cp', 'article_id': '20'}]",22,1,['159/2018/nđ-cp']
832,5dab196631622688859df3a452e2a468,Tỷ lệ lấp đầy của khu công nghiệp là gì?,"[{'law_id': '82/2018/nđ-cp', 'article_id': '2'}]",10,1,['82/2018/nđ-cp']
1201,e107c76dc88b3868ee2ca9fc7ba53fcf,Kinh phí hoạt động thống kê hình sự liên ngành được quy định như thế nào?,"[{'law_id': '05/2018/ttlt-vksndtc-tandtc-bca-bqp', 'article_id': '7'}]",16,1,['05/2018/ttlt-vksndtc-tandtc-bca-bqp']
2469,e02fb7bed9501218f990be6b29f0d4e0,Thời hạn vay của khoản vay dài hạn là bao lâu?,"[{'law_id': '39/2016/tt-nhnn', 'article_id': '10'}]",11,1,['39/2016/tt-nhnn']
2102,868856498f73ef1f44d35e8224aced77,Hồ sơ đề nghị hỗ trợ kinh phí phục hồi chức năng lao động cho NLĐ được quy định như thế nào?,"[{'law_id': '88/2020/nđ-cp', 'article_id': '26'}]",22,1,['88/2020/nđ-cp']
2478,efdaebbd4d47e4319b5f2327c514f0b1,"Mức phạt khi sử dụng chất, hóa chất vượt quá giới hạn cho phép trong sản xuất, chế biến thực phẩm được quy định như thế nào?","[{'law_id': '115/2018/nđ-cp', 'article_id': '6'}]",27,1,['115/2018/nđ-cp']
1481,685169801dcbfe145db3ed8ef8777941,Chi phí thi tuyển phương án kiến trúc được quy định thế nào?,"[{'law_id': '85/2020/nđ-cp', 'article_id': '21'}]",13,1,['85/2020/nđ-cp']
777,57956a89dcf8f9f5ac46534d1480a43c,Bán nhà ở duy nhất là tài sản riêng của chồng có cần vợ đồng ý không?,"[{'law_id': '52/2014/qh13', 'article_id': '31'}]",17,1,['52/2014/qh13']
799,516fcf6933c9bbe36032858152a9bbee,Điều khiển xe ô tô đi không đúng phần đường sẽ bị xử phạt bao nhiêu?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",16,1,['100/2019/nđ-cp']
54,0323a9f1837bd4c4ce1c913825cbdf2e,Được phép chuyển nhượng văn phòng thừa phát lại không?,"[{'law_id': '08/2020/nđ-cp', 'article_id': '28'}]",10,1,['08/2020/nđ-cp']
1920,59b618ecc93a44ca1b94063766fde196,Con sinh ra có được đặt theo họ của người hàng xóm?,"[{'law_id': '04/2020/tt-btp', 'article_id': '6'}]",12,1,['04/2020/tt-btp']
2754,b8e4fd08cc74caac5c08d360c98a5e62,Mã định danh điện tử được áp dụng cho những đối tượng nào?,"[{'law_id': '20/2020/qđ-ttg', 'article_id': '2'}]",13,1,['20/2020/qđ-ttg']
2302,d876e8e902f9873d77b8218d9f91569e,Mức phạt đối với hành vi điều khiển xe máy gắn biển số không đúng với Giấy đăng ký xe,"[{'law_id': '100/2019/nđ-cp', 'article_id': '17'}]",20,1,['100/2019/nđ-cp']
1701,1f3bcddef86be0dd3db36f1c2d42fa8f,Dụng cụ trong ngành tài nguyên môi trường là gì?,"[{'law_id': '04/2017/tt-btnmt', 'article_id': '3'}]",10,1,['04/2017/tt-btnmt']
2991,6eb67a7f4e2afc8c9453fe0e6754acd8,Phạm vi tiếp nhận thủ tục hành chính tại Bộ phận Một cửa tại cấp tỉnh được quy định như thế nào?,"[{'law_id': '61/2018/nđ-cp', 'article_id': '14'}]",22,1,['61/2018/nđ-cp']
987,7636995e30c45c95e0bc2014779b3897,"Trình tự đăng ký, đăng ký lại nuôi trồng đối tượng thủy sản nuôi chủ lực được quy định như thế nào?","[{'law_id': '26/2019/nđ-cp', 'article_id': '36'}]",22,1,['26/2019/nđ-cp']
2832,060043a22a715431fe31079853bf546b,Đình chỉ hoạt động KCB do sai sót chuyên môn kỹ thuật trong quân đội được quy định như thế nào?,"[{'law_id': '50/2019/nđ-cp', 'article_id': '28'}]",21,1,['50/2019/nđ-cp']
1394,0a04c0fc37cd87758776238ebef5b0ec,Kiểm soát viên chính thị trường là ai?,"[{'law_id': '09/2018/tt-bct', 'article_id': '4'}]",8,1,['09/2018/tt-bct']
768,b73ce43c2b161ae68fb1e12fd6d71a17,Lái tàu cho tàu chạy khi chưa nhận được tín hiệu an toàn của trực ban chạy tàu ga bị phạt bao nhiêu tiền?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '44'}]",24,1,['100/2019/nđ-cp']
2827,526c275abeda9151e45fc5a932cee241,Cước dịch vụ kết nối viễn thông là gì?,"[{'law_id': '35/2011/tt-btc', 'article_id': '3'}]",9,1,['35/2011/tt-btc']
285,4f74241975c60567fd05a09a782a8f47,Nội dung thu thập tài liệu nguyên thủy đối với đá magma được quy định như thế nào?,"[{'law_id': '43/2016/tt-btnmt', 'article_id': '6'}]",18,1,['43/2016/tt-btnmt']
2812,e2d85e65de1bdc5b14e2d5cdfbaa5232,"Mức phạt khi dừng, đỗ xe ô tô trên đường cao tốc không đúng nơi quy định","[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",17,1,['100/2019/nđ-cp']
428,be0f6a7f18ee462332cfe71aacfb7dbd,Cử tri có được bầu cử cả tại nơi thường trú và tạm trú không?,"[{'law_id': '85/2015/qh13', 'article_id': '29'}]",15,1,['85/2015/qh13']
2079,0c15f2785819f326ffb30dc839b3b31e,Việc lựa chọn người tham gia Đoàn thanh tra được quy định như thế nào?,"[{'law_id': '05/2014/tt-ttcp', 'article_id': '9'}]",15,1,['05/2014/tt-ttcp']
722,0fe77a5f3adeec103c7087aa559d1bb8,Có được xem là tài sản đối với bất động sản không?,"[{'law_id': '91/2015/qh13', 'article_id': '105'}]",12,1,['91/2015/qh13']
951,fd0fef9679e9813fec0b95fa201d4d0c,Khách có được thuê phòng khi không có chứng minh?,"[{'law_id': '96/2016/nđ-cp', 'article_id': '44'}]",10,1,['96/2016/nđ-cp']
989,8bf41fe83bddc5275363d9388a20d2ff,Đang chờ cấp lại CMND bị mất thì có được đi hiến máu không?,"[{'law_id': '26/2013/tt-byt', 'article_id': '7'}]",14,1,['26/2013/tt-byt']
3069,b4458bda9d9197f97e2677c1736bd786,Xe xích lô chở quá số người quy định có bị xử phạt không?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '8'}]",14,1,['100/2019/nđ-cp']
2168,19010500328ffa687c926e68a1aa9417,"Quy định việc giao nộp tài liệu đã được đánh giá, xếp loại tài liệu đánh giá chất lượng tài liệu hải văn, môi trường không khí và nước được quy định như thế nào?","[{'law_id': '01/2020/tt-btnmt', 'article_id': '6'}]",35,1,['01/2020/tt-btnmt']
326,62eac366c5d9517da129aa9d99fc5274,Các trường hợp nạo vét duy tu đột xuất luồng hàng hải công cộng,"[{'law_id': '35/2019/tt-bgtvt', 'article_id': '13'}]",14,1,['35/2019/tt-bgtvt']
1383,4854aa3cacd1adea97a86981ba91b29f,Tổ chức nào là thành viên của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam?,"[{'law_id': '54/2019/qh14', 'article_id': '56'}]",19,1,['54/2019/qh14']
1724,9d2d64984d854bedfee817e68a1fe563,Tổ chức lực lượng và xây dựng phong trào phòng cháy và chữa cháy được quy định như thế nào?,"[{'law_id': '78/2011/nđ-cp', 'article_id': '8'}]",20,1,['78/2011/nđ-cp']
1086,9a92abd2f1098f0d3c90c29a78e11dbb,Đăng ký tài khoản thực hiện thủ tục hành chính điện tử thế nào?,"[{'law_id': '45/2020/nđ-cp', 'article_id': '7'}]",14,1,['45/2020/nđ-cp']
341,752b567773b2be6a1043583d4871cbcb,Nuôi trồng thủy sản thâm canh là gì?,"[{'law_id': '26/2019/nđ-cp', 'article_id': '3'}]",8,1,['26/2019/nđ-cp']
147,6eefba70441de5fb16b52d7718defb8c,Điều kiện để trở thành thành viên lưu ký của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam được quy định như thế nào?,"[{'law_id': '155/2020/nđ-cp', 'article_id': '158'}]",28,1,['155/2020/nđ-cp']
2494,96d6ace714b6f168aabb63973a38a7ee,Định nghĩa thu nhập từ hoạt động phục vụ Chính phủ theo Hiệp định tránh đánh thuế hai lần được quy định như thế nào?,"[{'law_id': '205/2013/tt-btc', 'article_id': '38'}]",25,1,['205/2013/tt-btc']
1107,66f9db5715a30f0470db7f328f90b9be,Hướng nghiệp và phân luồng trong giáo dục từ tháng 7/2020 được quy định như thế nào?,"[{'law_id': '43/2019/qh14', 'article_id': '9'}]",17,1,['43/2019/qh14']
848,61710fe28d7a40182337f74c796d808f,Chứng từ thu phí điện tử không dừng dưới dạng nào?,"[{'law_id': '19/2020/qđ-ttg', 'article_id': '16'}]",11,1,['19/2020/qđ-ttg']
966,082bcbbfa2b645226b166e8e8eb1dd97,Công an xã có được dừng xe trên các tuyến đường tỉnh lộ để kiểm soát không?,"[{'law_id': '47/2011/tt-bca', 'article_id': '7'}]",17,1,['47/2011/tt-bca']
2626,f8605c7e339ff19c25afc4b82a0698f6,Mức phạt khi thả rông vật nuôi trong thành phố?,"[{'law_id': '167/2013/nđ-cp', 'article_id': '5'}]",10,1,['167/2013/nđ-cp']
661,0723257c3a50c0af579173a972953608,"Hạ tầng kỹ thuật, công nghệ của cơ quan hành chính nhà nước phải đảm bảo các yêu cầu nào?","[{'law_id': '09/2019/nđ-cp', 'article_id': '19'}]",20,1,['09/2019/nđ-cp']
1002,3b9e07cf8e9e5a5ef4c7475470d91a23,Vào cơ sở cai nghiện bắt buộc có được tham gia các hoạt động giải trí không?,"[{'law_id': '221/2013/nđ-cp', 'article_id': '24'}]",17,1,['221/2013/nđ-cp']
2496,c196d9e5ec43a77edc7694019b7a7ef5,Thuốc bị thu hồi phải tiêu hủy khi thuộc các trường hợp nào?,"[{'law_id': '11/2018/tt-byt', 'article_id': '15'}]",13,1,['11/2018/tt-byt']
2683,1ee560015f9381383ffebb7f2202e514,Báo cáo không đúng kết quả cung ứng dịch vụ bưu chính công ích theo quy định của pháp luật bị phạt bao nhiêu tiền?,"[{'law_id': '15/2020/nđ-cp', 'article_id': '8'}]",25,1,['15/2020/nđ-cp']
